train_count,track_utilization,block_duration,time,train_priority,previous_delay,congestion,expected_delay
3,15.0,2,22,2,4.2,LOW,30.25
11,29.1,3,12,1,2.0,LOW,42.01
10,42.0,1,22,1,3.1,LOW,32.94
8,26.9,3,2,2,1.5,LOW,40.74
13,35.2,1,8,2,13.5,LOW,47.88
13,47.8,3,16,2,3.9,LOW,47.98
12,39.2,2,16,1,22.2,LOW,51.81
14,58.6,3,19,3,27.1,MEDIUM,81.98
10,43.6,4,15,1,27.0,LOW,64.24
17,63.1,2,21,1,1.4,MEDIUM,62.66
3,15.0,1,12,1,3.4,LOW,11.0
14,46.2,4,18,1,3.0,LOW,64.68
6,28.0,1,16,1,20.5,LOW,30.17
6,25.4,2,3,2,0.7,LOW,28.23
22,69.3,4,11,2,7.1,HIGH,82.53
24,81.0,3,8,3,5.3,HIGH,90.57
22,78.4,1,18,1,29.9,HIGH,72.98
18,51.6,1,11,2,26.4,MEDIUM,64.65
15,42.0,1,8,1,4.4,LOW,41.41
11,52.0,2,6,1,4.7,LOW,35.44
7,22.0,1,13,1,3.9,LOW,23.29
14,36.1,3,19,1,12.5,LOW,62.67
17,53.6,2,18,1,0.8,MEDIUM,60.78
9,32.6,4,14,1,1.0,LOW,45.1
5,21.8,3,15,2,9.8,LOW,37.84
15,47.0,4,20,3,0.1,MEDIUM,64.77
7,16.6,1,4,1,8.9,LOW,19.24
3,15.4,2,2,3,1.1,LOW,21.44
12,35.1,2,11,2,12.3,LOW,57.82
22,73.3,1,19,2,10.8,HIGH,64.18
12,44.8,2,20,2,1.6,LOW,42.96
13,41.3,3,3,1,11.3,LOW,48.16
15,63.0,1,20,2,12.5,MEDIUM,50.11
4,15.0,1,22,2,20.8,LOW,33.4
9,28.4,1,15,3,10.3,LOW,37.2
14,45.2,3,6,2,16.2,LOW,56.86
11,33.6,4,12,2,8.1,LOW,54.93
13,50.7,1,20,2,7.9,MEDIUM,53.35
20,65.9,2,9,1,9.0,MEDIUM,66.95
8,44.3,4,6,1,4.2,LOW,46.79
7,24.4,2,13,1,2.1,LOW,24.39
3,15.0,3,4,1,4.3,LOW,25.24
8,17.8,1,2,1,7.2,LOW,29.45
9,27.1,2,22,3,9.4,LOW,41.88
15,55.1,2,10,2,4.9,MEDIUM,63.0
25,88.3,3,10,3,3.2,HIGH,90.61
22,68.4,1,17,2,2.3,HIGH,56.75
14,44.8,1,14,2,1.6,LOW,43.43
24,62.3,2,11,3,5.2,MEDIUM,75.54
16,49.7,2,8,2,9.8,MEDIUM,52.9
18,71.6,4,9,3,14.2,MEDIUM,75.12
14,49.0,3,11,1,3.4,MEDIUM,54.09
12,47.5,1,16,1,7.6,LOW,37.61
14,37.5,4,5,1,5.2,LOW,57.48
11,38.0,1,6,2,27.1,LOW,42.87
9,29.9,2,13,2,17.1,LOW,50.0
5,15.0,3,12,1,17.1,LOW,39.24
3,15.0,1,7,1,6.9,LOW,18.09
23,75.0,1,9,3,4.6,HIGH,72.97
13,37.2,2,8,2,8.4,LOW,60.31
13,45.0,3,17,1,1.4,LOW,52.82
13,49.4,2,1,2,17.2,MEDIUM,52.59
3,15.0,2,4,2,2.5,LOW,26.74
7,19.4,3,4,3,14.0,LOW,39.98
14,52.4,3,5,1,2.8,MEDIUM,51.27
16,54.7,3,18,1,5.9,MEDIUM,59.58
10,31.9,2,7,1,11.8,LOW,43.36
12,41.4,1,15,1,4.0,LOW,35.99
9,43.0,1,12,3,3.5,LOW,40.92
4,20.5,3,0,1,17.5,LOW,35.53
18,71.5,3,21,3,0.6,MEDIUM,66.19
13,48.6,5,19,1,14.7,LOW,77.15
9,26.0,1,16,3,21.1,LOW,38.24
9,27.9,1,6,1,6.6,LOW,30.4
5,15.0,1,12,3,9.5,LOW,29.56
14,51.3,1,3,3,15.8,MEDIUM,55.65
10,32.2,2,3,3,4.6,LOW,48.33
9,25.6,5,5,1,16.9,LOW,53.72
17,57.1,2,18,1,3.7,MEDIUM,54.28
19,56.2,2,11,2,2.9,MEDIUM,53.92
16,60.5,3,21,1,32.7,MEDIUM,74.85
6,15.0,1,6,1,0.3,LOW,10.63
21,76.9,3,9,1,3.1,HIGH,68.84
12,43.6,2,18,2,4.9,LOW,50.69
4,17.1,1,6,2,3.0,LOW,27.42
11,30.5,2,2,1,2.7,LOW,36.15
8,27.6,2,12,1,3.7,LOW,35.48
14,44.5,1,12,1,4.1,LOW,39.94
19,54.1,1,17,2,0.6,MEDIUM,56.27
12,49.4,2,19,1,11.9,LOW,56.61
3,15.0,1,7,1,1.5,LOW,17.28
14,44.9,1,8,3,0.3,LOW,47.96
8,35.4,2,6,3,7.1,LOW,46.16
10,39.8,2,0,3,8.8,LOW,43.61
3,30.0,3,2,3,11.4,LOW,35.73
7,18.1,5,12,1,0.7,LOW,38.34
5,15.0,3,16,2,1.5,LOW,30.7
8,38.8,2,23,1,1.6,LOW,34.21
11,32.3,3,0,2,7.2,LOW,48.6
12,36.4,2,5,1,17.6,LOW,45.49
16,53.9,1,20,2,9.8,MEDIUM,54.76
11,47.3,2,5,2,3.0,LOW,44.76
13,41.0,3,11,1,15.3,LOW,63.16
11,51.1,3,12,2,8.9,LOW,39.47
3,15.0,5,12,1,9.3,LOW,32.72
4,21.6,2,14,1,25.2,LOW,38.73
20,66.0,4,20,1,24.0,MEDIUM,82.16
6,15.0,1,15,1,3.9,LOW,24.94
12,44.2,2,21,1,8.1,LOW,44.38
24,72.9,4,20,3,1.8,HIGH,86.58
12,30.9,1,10,1,4.2,LOW,34.74
9,34.8,1,4,1,2.6,LOW,31.16
14,44.2,2,3,1,3.7,LOW,43.39
4,15.0,3,2,2,9.0,LOW,28.17
17,54.2,1,18,2,1.9,MEDIUM,56.4
25,88.4,2,19,2,1.6,HIGH,80.42
15,45.4,1,17,2,3.8,MEDIUM,48.91
9,15.0,2,14,3,0.8,LOW,33.21
17,56.8,5,8,3,13.5,MEDIUM,87.22
11,39.6,1,16,2,25.5,LOW,48.19
11,42.3,1,13,1,12.9,LOW,38.82
5,23.1,2,14,2,6.1,LOW,26.08
5,16.0,2,0,2,9.0,LOW,38.6
20,79.4,1,20,2,13.1,HIGH,68.81
18,60.5,2,21,2,0.6,MEDIUM,68.29
17,56.4,5,21,2,4.3,MEDIUM,74.21
7,22.1,2,2,2,1.2,LOW,29.87
11,38.3,2,15,1,0.8,LOW,35.74
6,23.5,2,22,1,11.4,LOW,32.81
15,59.4,2,10,1,15.6,MEDIUM,60.9
12,37.6,1,11,3,0.7,LOW,48.22
16,49.6,2,9,2,1.6,MEDIUM,55.87
4,15.0,5,15,2,2.0,LOW,43.0
8,24.6,1,7,2,15.6,LOW,36.89
11,30.7,2,5,2,19.6,LOW,41.66
23,85.4,1,11,3,11.6,HIGH,72.47
4,20.6,2,23,2,12.7,LOW,27.01
23,69.4,2,20,2,3.4,HIGH,74.78
3,15.0,2,7,2,4.2,LOW,30.0
13,47.7,2,3,1,2.6,LOW,41.74
10,45.5,1,7,2,25.4,LOW,48.93
25,84.6,3,17,1,10.4,HIGH,82.01
11,42.6,2,4,1,3.3,LOW,42.61
13,42.0,1,8,2,1.2,LOW,57.12
6,23.1,4,3,2,1.7,LOW,47.17
24,87.0,1,21,3,1.8,HIGH,79.73
7,25.9,3,16,1,7.6,LOW,44.83
18,61.4,2,8,1,18.7,MEDIUM,69.3
11,43.2,2,0,1,16.2,LOW,50.43
25,93.2,1,20,1,0.6,HIGH,68.97
21,72.3,2,19,1,9.9,HIGH,72.9
11,43.6,1,12,1,1.5,LOW,30.45
8,23.8,3,15,1,3.0,LOW,42.73
4,15.0,3,12,1,6.3,LOW,26.72
7,33.2,3,13,1,14.7,LOW,42.1
5,15.0,4,2,2,2.2,LOW,36.38
14,46.2,4,5,1,16.6,LOW,61.85
19,65.9,2,17,2,10.6,MEDIUM,70.82
18,54.2,3,18,2,9.0,MEDIUM,62.66
7,30.3,1,4,1,1.1,LOW,25.29
12,40.5,3,14,3,5.1,LOW,57.88
13,48.5,3,1,2,2.6,LOW,51.75
25,94.1,1,9,2,7.1,HIGH,80.01
12,48.2,2,23,1,9.0,LOW,37.63
22,72.7,4,17,2,0.5,HIGH,76.72
14,40.8,1,12,2,8.3,LOW,50.46
4,15.0,2,4,1,5.5,LOW,21.71
13,45.1,2,22,1,14.6,LOW,46.61
7,15.0,2,23,1,12.6,LOW,31.34
14,57.1,1,0,2,4.3,MEDIUM,44.09
23,78.9,1,21,1,29.9,HIGH,66.08
3,15.0,1,0,2,7.1,LOW,24.65
14,36.0,4,17,1,26.5,LOW,71.43
5,17.1,2,14,2,10.2,LOW,35.07
3,15.0,2,16,1,4.2,LOW,23.86
19,59.6,2,10,1,2.1,MEDIUM,58.29
20,69.8,1,20,2,5.0,MEDIUM,64.98
13,43.4,5,21,1,22.0,LOW,70.6
5,15.0,3,16,1,1.1,LOW,31.14
8,31.3,2,12,1,4.9,LOW,38.45
6,35.2,2,0,2,3.4,LOW,37.93
6,31.1,2,1,3,16.2,LOW,40.61
25,88.0,2,8,2,13.0,HIGH,78.2
9,32.3,1,2,1,6.4,LOW,32.28
8,18.2,2,0,1,4.3,LOW,31.06
15,52.5,5,20,2,9.2,MEDIUM,72.42
11,35.6,1,15,2,24.5,LOW,50.0
5,15.0,2,22,1,0.9,LOW,24.97
14,45.3,1,5,1,18.3,LOW,49.43
6,17.0,1,16,1,2.8,LOW,11.94
11,28.1,2,4,2,0.0,LOW,29.0
6,19.8,1,4,1,10.8,LOW,28.51
9,21.7,4,5,2,12.4,LOW,52.48
11,39.8,2,2,1,2.9,LOW,35.56
15,54.3,1,20,1,12.1,MEDIUM,57.72
11,25.0,2,22,1,12.8,LOW,45.17
9,28.1,3,4,1,9.0,LOW,41.31
15,48.2,1,20,1,0.3,MEDIUM,50.03
5,15.6,2,4,1,8.8,LOW,30.86
15,36.3,3,9,1,21.6,LOW,68.51
22,77.1,1,9,1,7.7,HIGH,67.06
16,63.5,4,18,1,3.7,MEDIUM,70.33
3,19.3,1,16,3,6.6,LOW,27.43
19,70.1,1,20,2,39.9,MEDIUM,74.76
5,15.0,2,13,2,5.1,LOW,23.63
23,74.4,1,8,1,14.7,HIGH,67.31
8,30.2,3,13,1,1.2,LOW,40.42
9,33.4,2,0,1,0.5,LOW,31.62
19,71.6,1,18,2,4.0,MEDIUM,55.42
8,25.6,4,12,1,1.2,LOW,31.49
12,33.5,3,12,1,3.2,LOW,44.59
13,47.4,2,3,2,10.1,LOW,53.95
4,15.0,2,0,1,4.7,LOW,21.46
8,35.6,1,16,1,3.1,LOW,28.25
8,31.2,3,7,1,17.8,LOW,42.01
4,15.0,3,1,2,0.1,LOW,28.74
9,31.6,1,7,2,13.5,LOW,35.0
14,54.3,2,6,1,7.8,MEDIUM,45.04
11,40.6,2,1,1,0.4,LOW,43.15
13,45.0,2,21,2,0.3,LOW,52.87
13,45.7,3,21,1,1.5,LOW,49.24
13,42.4,1,2,2,30.3,LOW,50.02
19,67.1,1,17,2,0.7,MEDIUM,58.12
17,57.9,1,11,1,10.7,MEDIUM,56.45
3,15.0,2,0,1,4.1,LOW,23.58
25,87.6,1,21,2,2.2,HIGH,71.8
25,88.3,4,11,1,6.8,HIGH,87.54
11,43.4,3,4,1,3.7,LOW,46.61
3,15.0,1,16,2,3.0,LOW,17.77
6,22.0,3,15,1,2.2,LOW,38.01
8,24.9,3,14,1,4.9,LOW,41.52
12,44.2,1,22,1,1.5,LOW,34.96
3,15.0,1,14,2,15.3,LOW,30.06
5,24.8,1,4,1,7.2,LOW,25.78
14,41.2,1,20,3,0.5,LOW,50.74
10,31.0,3,13,2,4.9,LOW,50.51
10,50.3,2,1,1,7.9,LOW,45.71
22,75.4,4,10,1,15.8,HIGH,89.24
12,47.3,3,18,1,0.2,LOW,47.5
3,15.0,1,6,2,4.9,LOW,20.38
10,41.6,3,5,2,9.8,LOW,46.27
7,28.6,1,1,2,1.7,LOW,22.36
13,39.4,1,5,1,2.0,LOW,29.76
24,70.9,2,17,2,5.4,HIGH,77.68
3,15.0,2,1,1,17.3,LOW,29.43
21,68.4,2,17,2,4.1,MEDIUM,63.49
6,23.8,3,14,2,5.3,LOW,37.39
16,60.4,4,18,1,8.1,MEDIUM,67.59
13,43.9,2,1,1,3.0,LOW,38.87
14,48.6,2,19,2,16.1,MEDIUM,63.09
6,15.0,2,5,2,26.1,LOW,38.68
10,32.3,3,0,1,8.4,LOW,47.52
9,30.0,1,23,1,8.1,LOW,29.07
7,26.5,4,14,2,9.0,LOW,37.12
9,28.6,3,22,1,1.7,LOW,38.83
22,71.8,2,9,1,10.5,HIGH,72.8
18,72.5,4,18,1,3.4,MEDIUM,72.5
5,15.0,4,16,1,40.1,LOW,53.14
4,21.8,1,4,2,11.2,LOW,24.45
6,24.1,1,3,3,7.0,LOW,29.89
13,43.4,3,9,2,19.5,LOW,64.59
6,33.6,5,23,1,28.1,LOW,60.96
6,20.0,3,16,2,13.6,LOW,39.62
19,59.5,2,9,1,11.3,MEDIUM,61.74
9,31.9,3,16,1,0.5,LOW,36.6
22,80.1,1,19,3,9.8,HIGH,72.98
5,20.3,5,23,1,3.3,LOW,36.75
14,44.4,2,4,3,21.3,LOW,54.59
12,44.8,4,1,1,7.6,LOW,54.02
3,15.0,2,5,2,3.7,LOW,32.1
24,89.8,4,20,1,3.3,HIGH,88.66
7,28.6,2,1,1,6.5,LOW,32.09
11,24.4,3,12,1,5.4,LOW,38.28
16,50.0,5,10,2,4.0,MEDIUM,67.79
22,82.3,2,10,2,1.9,HIGH,77.13
5,15.6,3,15,2,12.7,LOW,40.74
18,61.0,1,10,2,4.5,MEDIUM,60.59
20,76.4,2,18,2,0.8,HIGH,67.25
10,30.4,4,14,1,0.7,LOW,41.95
13,31.3,1,22,1,2.2,LOW,29.68
5,25.3,3,22,2,6.4,LOW,37.58
10,31.4,3,15,2,1.3,LOW,37.62
15,50.8,1,10,2,1.9,MEDIUM,52.03
17,56.6,1,21,1,5.6,MEDIUM,53.54
14,44.7,2,15,1,2.0,LOW,44.09
14,42.4,1,7,3,15.6,LOW,49.94
6,19.3,4,3,2,7.1,LOW,42.9
10,28.3,3,7,1,0.7,LOW,44.42
12,49.0,2,3,2,1.2,LOW,44.67
6,27.7,1,23,3,1.7,LOW,28.56
13,47.5,3,2,1,8.0,LOW,51.52
11,40.5,2,2,2,0.9,LOW,39.83
22,64.6,1,17,3,0.4,MEDIUM,61.12
19,71.4,2,18,3,10.4,MEDIUM,74.86
17,55.1,4,18,3,5.2,MEDIUM,66.66
17,65.9,1,20,2,15.1,MEDIUM,61.29
11,47.6,2,4,1,12.6,LOW,42.66
19,63.1,5,17,1,2.6,MEDIUM,71.48
25,71.5,1,9,1,1.7,HIGH,71.22
21,72.8,4,21,1,5.8,HIGH,77.77
19,57.7,2,20,1,0.7,MEDIUM,61.41
11,33.8,1,5,1,8.0,LOW,37.09
9,29.3,1,0,1,0.1,LOW,27.42
8,32.9,1,4,1,13.0,LOW,39.03
15,53.7,1,8,2,17.7,MEDIUM,60.09
15,60.2,1,11,1,44.6,MEDIUM,70.49
3,15.0,2,13,2,3.4,LOW,28.95
8,34.0,1,1,2,6.6,LOW,32.84
8,31.8,3,16,1,15.9,LOW,43.83
14,51.6,3,13,3,5.0,MEDIUM,61.28
9,37.3,4,12,2,3.2,LOW,47.41
24,86.6,2,8,1,0.4,HIGH,71.11
14,37.9,4,14,1,4.0,LOW,49.79
13,40.7,1,21,1,0.7,LOW,38.8
4,19.4,1,14,1,3.6,LOW,20.18
6,23.3,1,23,1,3.4,LOW,31.29
12,47.0,3,10,2,8.3,LOW,55.68
4,15.0,4,15,3,3.6,LOW,40.53
4,15.0,2,16,2,3.9,LOW,28.54
5,15.0,2,3,1,2.7,LOW,22.32
12,30.9,3,0,1,7.5,LOW,48.3
14,50.8,1,7,1,3.9,MEDIUM,36.63
6,15.0,2,16,1,23.7,LOW,31.99
9,30.6,2,2,1,17.8,LOW,40.3
19,63.9,1,19,2,2.2,MEDIUM,54.72
13,50.9,1,14,1,4.1,MEDIUM,34.11
9,44.4,3,14,2,8.1,LOW,40.44
6,18.1,2,23,1,0.1,LOW,24.3
24,84.7,2,21,3,2.1,HIGH,87.78
10,34.0,2,13,2,2.7,LOW,43.45
5,15.0,5,22,2,4.1,LOW,36.84
13,51.3,2,13,1,17.6,MEDIUM,46.33
10,36.4,1,23,3,0.8,LOW,34.66
4,17.1,2,1,2,0.5,LOW,26.42
5,22.4,2,12,2,8.7,LOW,32.54
6,25.8,1,13,2,3.6,LOW,25.84
5,16.0,2,23,2,1.6,LOW,25.72
14,53.9,2,18,1,9.7,MEDIUM,49.45
11,36.4,2,6,2,2.2,LOW,37.47
12,33.6,2,2,2,6.7,LOW,41.02
10,37.0,3,14,1,4.2,LOW,34.76
6,28.5,4,22,1,3.6,LOW,36.43
4,15.0,4,13,1,10.2,LOW,42.54
20,58.5,3,10,2,7.6,MEDIUM,71.22
3,15.0,2,14,1,5.8,LOW,24.78
13,37.9,3,12,1,1.1,LOW,52.63
17,54.4,3,17,1,7.0,MEDIUM,70.1
7,24.4,3,5,2,9.4,LOW,36.26
4,15.0,1,2,1,13.5,LOW,24.44
21,68.7,1,18,2,2.8,MEDIUM,67.03
6,18.1,5,14,1,2.5,LOW,39.46
5,28.1,5,22,2,11.1,LOW,51.85
10,33.1,2,4,3,5.0,LOW,42.44
17,70.6,5,9,1,4.2,MEDIUM,78.87
14,55.0,3,6,1,1.4,MEDIUM,52.34
4,16.3,2,16,2,4.6,LOW,31.27
11,39.5,2,6,1,10.4,LOW,39.1
15,53.0,2,21,1,4.8,MEDIUM,55.75
23,79.0,2,11,2,16.5,HIGH,86.8
3,15.0,5,16,3,0.0,LOW,44.22
10,36.1,2,12,2,1.6,LOW,42.21
17,58.4,3,19,1,7.6,MEDIUM,60.93
8,28.5,3,3,1,8.9,LOW,32.33
20,78.5,1,9,1,2.6,HIGH,61.05
8,26.0,1,2,2,22.8,LOW,42.82
13,37.8,3,8,2,3.2,LOW,54.33
3,15.0,1,12,3,4.2,LOW,21.79
16,59.4,3,17,1,30.0,MEDIUM,70.8
8,28.9,1,14,2,5.2,LOW,28.8
10,34.3,2,3,1,7.6,LOW,37.55
7,15.6,1,14,1,6.2,LOW,28.57
15,58.2,1,21,2,1.6,MEDIUM,57.6
5,15.0,1,1,1,38.1,LOW,32.83
8,29.4,5,14,2,0.5,LOW,44.67
3,15.0,2,7,2,32.8,LOW,35.95
5,15.0,4,7,3,5.0,LOW,41.93
6,22.6,5,16,2,1.7,LOW,47.72
24,74.4,4,11,2,1.5,HIGH,80.3
24,83.6,2,18,2,8.5,HIGH,89.02
17,54.7,3,9,1,9.9,MEDIUM,64.11
15,49.8,1,8,1,18.3,MEDIUM,55.27
9,34.9,1,4,2,2.2,LOW,34.22
7,16.2,4,5,2,4.5,LOW,37.82
19,83.2,1,19,2,28.4,HIGH,79.8
3,15.0,5,1,1,4.5,LOW,45.43
5,21.2,3,23,1,4.9,LOW,29.1
5,22.4,2,12,1,2.7,LOW,29.87
12,50.0,1,5,2,16.4,LOW,45.12
12,36.8,3,4,2,3.6,LOW,46.36
5,15.0,2,0,2,8.1,LOW,29.71
13,50.8,3,20,1,1.6,MEDIUM,55.12
24,84.9,2,21,1,7.7,HIGH,77.57
18,64.6,1,20,2,21.7,MEDIUM,69.87
8,35.6,2,5,2,12.0,LOW,39.71
7,24.4,2,5,1,0.6,LOW,28.81
14,48.7,1,22,2,8.0,MEDIUM,50.97
3,18.2,1,15,1,6.5,LOW,15.78
4,15.0,2,3,2,3.3,LOW,28.3
25,78.9,3,10,2,14.8,HIGH,82.89
3,15.0,2,23,2,12.6,LOW,32.16
14,46.0,1,22,2,8.4,LOW,44.38
25,87.1,2,8,1,10.9,HIGH,77.88
5,22.8,2,22,2,1.7,LOW,23.23
14,62.0,2,2,2,20.2,MEDIUM,59.53
12,39.3,2,18,2,8.8,LOW,51.82
8,18.8,2,7,2,5.0,LOW,36.19
7,15.0,1,4,1,1.7,LOW,18.17
5,15.7,2,3,3,9.2,LOW,39.22
4,15.0,2,23,2,0.8,LOW,23.02
4,17.3,2,5,1,3.1,LOW,20.4
14,62.3,4,1,2,6.8,MEDIUM,66.45
13,47.9,2,19,1,8.3,LOW,50.43
22,75.3,3,10,1,0.1,HIGH,79.23
6,26.4,3,3,1,0.1,LOW,27.16
6,15.0,1,14,2,0.9,LOW,22.5
14,49.1,4,5,3,11.7,MEDIUM,71.09
24,71.8,1,21,2,6.7,HIGH,70.77
10,42.4,4,16,2,7.5,LOW,50.05
6,15.0,1,23,1,7.4,LOW,23.6
10,40.0,2,5,1,0.3,LOW,36.32
15,55.9,2,18,1,1.5,MEDIUM,58.27
5,25.8,4,1,2,10.4,LOW,50.98
13,38.7,1,14,3,8.3,LOW,43.84
21,71.1,3,10,1,4.7,HIGH,71.61
4,19.5,3,7,2,0.2,LOW,29.72
15,53.1,1,18,3,4.3,MEDIUM,55.96
8,30.1,2,12,1,2.3,LOW,34.6
17,62.2,2,11,2,9.6,MEDIUM,65.93
9,28.6,2,4,2,13.9,LOW,36.25
14,41.8,3,5,2,5.6,LOW,48.94
22,70.1,4,21,1,4.1,HIGH,83.96
9,30.1,3,3,2,2.6,LOW,36.87
15,46.5,5,18,2,0.8,MEDIUM,68.04
13,42.5,1,19,1,3.7,LOW,51.43
5,16.9,1,0,2,9.1,LOW,26.31
14,56.7,4,19,1,8.8,MEDIUM,66.79
14,41.0,4,16,3,4.3,LOW,58.73
22,70.2,1,11,2,27.0,HIGH,77.96
7,23.5,2,14,2,22.5,LOW,45.3
5,15.0,3,0,1,16.7,LOW,38.08
11,19.1,1,13,1,4.6,LOW,29.35
4,15.0,1,5,1,11.0,LOW,20.66
4,15.0,3,4,1,21.2,LOW,36.91
19,65.7,5,10,1,10.7,MEDIUM,83.25
11,31.6,3,3,2,3.0,LOW,36.91
13,54.2,3,12,1,0.6,MEDIUM,51.17
14,52.3,2,10,2,25.4,MEDIUM,68.7
5,15.0,3,2,1,39.1,LOW,45.6
7,20.1,1,0,2,9.5,LOW,26.93
11,33.3,5,5,2,3.0,LOW,52.65
22,68.4,2,17,2,16.0,HIGH,68.27
8,34.1,2,23,3,24.5,LOW,48.95
18,54.8,4,9,1,5.6,MEDIUM,71.39
13,44.8,1,4,1,3.0,LOW,41.34
3,15.0,5,22,1,4.2,LOW,48.35
25,83.8,2,9,1,0.6,HIGH,74.52
19,70.8,2,11,2,6.7,MEDIUM,72.38
11,39.3,1,1,1,3.8,LOW,27.85
10,36.2,4,12,2,17.3,LOW,54.77
4,15.5,4,7,1,2.6,LOW,38.03
7,26.7,1,1,3,0.1,LOW,30.25
23,71.9,1,19,3,10.7,HIGH,78.08
8,23.1,4,0,1,0.1,LOW,44.72
6,22.6,1,4,1,6.3,LOW,31.33
14,43.3,2,8,2,1.6,LOW,55.53
7,21.7,2,16,3,7.5,LOW,36.52
15,52.6,4,8,1,1.8,MEDIUM,67.28
14,54.2,2,10,1,5.6,MEDIUM,50.0
4,18.7,2,14,3,3.3,LOW,38.69
13,53.8,5,23,2,1.6,MEDIUM,61.06
13,45.1,1,5,1,7.5,LOW,40.08
4,15.0,1,22,2,0.7,LOW,21.42
5,15.0,1,2,3,22.7,LOW,37.08
12,44.1,5,16,2,12.0,LOW,69.05
6,27.9,3,4,2,19.8,LOW,41.81
12,37.4,1,11,2,0.3,LOW,37.84
16,57.1,3,17,1,0.0,MEDIUM,56.77
11,44.1,2,13,2,3.5,LOW,43.99
23,73.2,5,20,1,7.7,HIGH,90.4
4,16.9,1,23,3,2.2,LOW,26.57
23,81.8,3,10,1,6.4,HIGH,80.0
20,54.6,2,8,3,7.5,MEDIUM,70.45
8,24.0,1,1,1,1.3,LOW,29.86
16,47.7,4,11,2,11.7,MEDIUM,74.76
6,17.3,1,2,1,22.0,LOW,24.74
6,17.9,3,2,2,8.2,LOW,39.37
10,33.8,3,0,2,23.6,LOW,56.18
14,53.0,2,7,2,2.3,MEDIUM,46.12
18,68.5,1,21,2,0.3,MEDIUM,61.32
7,24.8,5,7,1,2.3,LOW,45.23
24,89.4,1,10,3,8.4,HIGH,80.79
17,62.8,2,8,2,7.3,MEDIUM,58.58
13,43.7,3,4,2,2.5,LOW,46.5
13,53.0,4,13,2,4.2,MEDIUM,62.82
5,17.4,2,2,2,3.7,LOW,31.98
13,45.7,1,20,1,24.0,LOW,45.34
3,15.0,3,4,2,3.0,LOW,29.5
7,26.0,1,4,2,1.7,LOW,17.81
18,63.7,1,18,3,6.7,MEDIUM,70.72
4,18.8,4,13,2,1.1,LOW,34.71
4,15.0,2,3,1,5.7,LOW,23.68
11,33.0,1,12,1,9.3,LOW,32.49
23,80.7,2,9,1,23.0,HIGH,79.32
16,58.8,1,17,1,17.8,MEDIUM,55.81
3,15.0,1,7,2,14.7,LOW,29.85
11,32.4,1,7,3,4.0,LOW,37.81
3,15.0,3,6,1,18.0,LOW,31.89
6,29.9,3,7,1,10.1,LOW,39.95
9,24.8,2,13,3,4.7,LOW,31.62
12,34.8,1,18,2,6.6,LOW,42.34
10,45.2,3,5,2,4.6,LOW,46.8
10,33.1,2,0,2,1.8,LOW,34.03
14,40.3,2,22,2,4.8,LOW,49.49
5,15.0,4,14,1,13.2,LOW,39.83
6,23.8,2,0,1,2.5,LOW,30.55
13,46.2,2,16,1,8.2,LOW,48.09
9,34.1,5,0,1,6.4,LOW,57.98
7,18.6,2,14,3,20.2,LOW,38.25
7,16.7,2,22,2,11.0,LOW,38.6
4,16.8,2,1,1,3.6,LOW,22.2
8,20.9,1,13,1,6.6,LOW,27.61
20,67.0,3,20,1,19.4,MEDIUM,78.7
7,18.5,3,7,2,2.1,LOW,40.67
13,54.1,1,7,2,5.1,MEDIUM,44.18
17,63.3,1,18,1,2.0,MEDIUM,57.26
4,29.4,5,6,1,4.3,LOW,48.82
15,54.8,2,18,2,0.5,MEDIUM,54.57
13,46.1,1,5,2,16.7,LOW,46.18
3,15.0,1,5,1,30.6,LOW,26.15
4,15.0,2,2,2,6.7,LOW,26.0
9,19.9,1,6,2,6.5,LOW,32.09
14,51.9,1,18,1,25.0,MEDIUM,56.39
4,15.0,3,7,1,4.0,LOW,28.56
23,78.2,3,9,1,7.8,HIGH,79.72
12,31.0,2,19,3,14.5,LOW,54.69
3,15.0,1,14,3,5.6,LOW,18.14
3,15.0,2,14,3,2.0,LOW,23.86
8,32.7,1,0,2,13.4,LOW,37.21
24,82.4,2,19,2,2.5,HIGH,77.24
14,39.3,1,6,2,14.9,LOW,43.09
9,27.5,1,3,3,23.1,LOW,40.56
4,20.3,2,5,1,6.3,LOW,23.53
8,24.5,5,0,2,0.4,LOW,47.49
6,25.8,1,4,2,24.9,LOW,39.93
11,34.1,2,22,2,14.2,LOW,52.21
13,46.2,2,0,1,1.0,LOW,43.64
10,34.4,2,3,2,7.9,LOW,47.68
12,40.2,3,21,2,3.0,LOW,53.36
4,15.0,2,1,1,3.2,LOW,25.17
12,31.1,3,9,2,6.9,LOW,53.64
7,25.3,1,4,1,10.0,LOW,30.96
24,81.8,4,9,3,0.1,HIGH,91.45
5,15.0,1,0,2,1.3,LOW,19.7
24,76.4,1,21,2,18.6,HIGH,81.17
7,31.8,1,5,1,5.5,LOW,25.53
6,26.3,1,12,1,5.4,LOW,20.46
7,28.3,2,14,2,14.7,LOW,43.32
10,43.7,2,3,1,1.1,LOW,39.15
12,34.2,3,12,2,10.0,LOW,51.28
9,32.3,1,23,1,5.6,LOW,31.95
22,66.5,2,19,2,10.8,MEDIUM,72.09
4,15.0,2,23,2,9.1,LOW,31.63
12,38.9,2,14,1,8.8,LOW,38.08
7,19.7,1,7,2,15.5,LOW,39.99
12,40.6,1,4,2,6.4,LOW,36.51
